Arquivo|indicacao|indication|ATC_1|ATC_2|ATC_3|ATC_4
bula3133|Cetofenidr Gotas possui atividade anti-inflamatória, analgésica e antitérmica e está indicado para o tratamento de -Processos reumáticos artrite reumatoide, espondilite anquilosante, gota, condrocalcinose, reumatismo psoriático, síndrome de Reiter, pseudoartrite, lúpus eritematoso sistêmico, esclerodermia, periartrite nodosa, osteoartrite, periartrite escápulo-umeral, bursites, capsulites, sinovites, tenossinovites, tendinites, epicondilites -Lesões ortopédicas contusões e esmagamentos, fraturas, entorses, luxações -Algias diversas nevralgia cérvico-braquial, cervicalgia, lombalgia, dor ciática, pósoperatórios diversos -Processos otorrinolaringológicos sinusites, otites, faringites, laringites, amigdalites -Processos ginecológicos anexites, parametrites, endometrites, dismenorreia -Processos urológicos cólica nefrética, infecção urinária, prostatites -Processos odontológicos periodontites, pulpites, abscessos, extrações dentárias.|CETOFENIDR Drops has anti-inflammatory, analgesic and antithermal activity and is indicated for the treatment of rheumatic rheumatoid arthritis, ankylosing spondylitis, gout, chondrocalcinosis, psoriatic rheumatism, Reiter syndrome, Pseudoarthritis, systemic lupus erythematosus, scleroderma, nodosa Periarthritis, Osteoarthritis, Scapular-humeral periarthritis, bursitis, Capsulites, Sinovites, Tenosynovitis, tendinitis, epicondylites-orthopedic Injury and crush injuries, Fractures, sprains, disluxations-Algias several cervical-brachial neuralgia, cervicalgia, low back pain, sciatica, various postoperative-otorhinolaryngological Processes sinusitis, otitis, pharyngitis, laryngites, tonsillitis-Processes Gynecological annexations, Parameteris, Endometritis, Dysmenorrhoea-urotic colic urollogical Processes, urinary tract infection, prostatitis-periodontitis odontological Processes, pulpites, abscesses, tooth extractions.|M|M02|M02A|M02A0
bula4524|A linezolida está indicada no tratamento de infecções presumidas ou comprovadamente causadas por bactérias sensíveis vide o espectro de ação no item 3.|Linezolide is indicated for the treatment of suspected or proven infections caused by susceptible bacteria, see the action spectrum in item 3.|J|J01|J01X|J01X9
bula6319|Este medicamento é destinado ao tratamento de giardíase amebíase intestinal sob todas as formas amebíase hepática tricomoníase.|This Medicine is intended for the treatment of giardiasis amoebiasis intestinal in all forms of amebiasis hepatic trichomoniasis.|G|G01|G01A|G01A1
bula7992|Minilaxr sorbitol  laurilsulfato de sódio é indicado como laxativo osmótico no tratamento da constipação intestinal habitual ou eventual. Minilaxr sorbitol  laurilsulfato de sódio auxilia na normalização do ritmo intestinal no pós-operatório íleo adinâmico pós-operatório, por exemplo, no puerpério e pode ser usado para promover o esvaziamento intestinal no preparo para realização de anuscopia, retoscopia, partos e urografia excretora.|MINILAXR, Minnesota Sorbitol laurilsulfate Sodium is indicated as osmotic laxative in the treatment of habitual or occasional constipation. MINILAXR, Minnesota Sorbitol laurilsulfate Sodium helps in the normalization of the intestinal rhythm in the postoperative adinamic ileum postoperatively, for example, in the puerperium and can be used to promote bowel emptying in preparation for the realization of anuscopy, retoscopy, deliveries and urography Urography.|A|A06|A06A|A06A4
bula4300|Evrar é indicado como contraceptivo feminino.|Evrar is indicated as female contraceptive.|G|G03|G03A|G03A9
bula2442|O LFM-ZIPRASIDONA cloridrato de ziprasidona monoidratado é indicado para o tratamento da esquizofrenia, transtornos esquizoafetivo e esquizofreniforme, estados de agitação psicótica e mania bipolar aguda, para manutenção da melhora clínica e prevenção de recidivas durante a continuação da terapia e tratamento de manutenção em pacientes com transtorno bipolar, em adultos. O LFM-ZIPRASIDONA cloridrato de ziprasidona monoidratado também é indicado para o tratamento de manutenção, em associação com lítio ou ácido valproico, em pacientes com transtorno bipolar tipo I.|The LFM-ZIPRASIDONE monohydrate Ziprasidone hydrochloride is indicated for the treatment of schizophrenia, schizophrenic and schizofreniform disorders, states of psychotic agitation and acute bipolar mania, for the maintenance of clinical improvement and prevention of Recurrences during the continuation of therapy and maintenance treatment in patients with bipolar disorder in adults. The LFM-ZIPRASIDONE monohydrate ziprasidone hydrochloride is also indicated for the maintenance treatment, in combination with lithium or valproic acid, in patients with bipolar disorder type I.|N|N05|N05A|N05A1
bula2202|Este medicamento é destinado ao tratamento sintomático da tosse improdutiva ou exagerada, irritativa, espasmódica e seca, causadas por processos inflamatórios, infecciosos, irritativos e alérgicos das vias aéreas superiores e brônquicas.|This Medicine is intended for the symptomatic treatment of unproductive or exaggerated cough, irriative, spasmodic and dry, caused by inflammatory, infectious, irriative and allergic processes of the upper and bronchial airways.|R|R05|R05D|R05D1
bula2682|OSTEOFARr é indicado para o tratamento da osteoporose em mulheres na pós-menopausa com osteoporose para prevenir fraturas, inclusive do quadril e da coluna fraturas vertebrais por compressão. OSTEOFARr é indicado para o tratamento da osteoporose de homens para prevenir fraturas.|OSTEOFARr is indicated for the treatment of osteoporosis in postmenopausal women with osteoporosis to prevent fractures, including hip and spinal fractures by compression. OSTEOFARr method is indicated for the treatment of osteoporosis of men to prevent fractures.|M|M05|M05B|M05B3
bula1021|O cloridrato de verapamil é indicado para adultos no tratamento de 1.Isquemia miocárdica a isquemia silenciosa b angina crônica estável clássica angina de esforço c angina de repouso angina vasoespástica variante de Prinzmetal e angina instável.|Verapamil hydrochloride is indicated for adults in the treatment of 1. Myocardial Ischemia The silent ischemia B chronic stable angina classic angina exertion c angina of resting vasospastic angina variant of Prinzmetal and unstable angina.|C|C08|C08A|C08A0
bula7934|Liberfemr é indicado como contraceptivo anticoncepcional hormonal oral combinado e para o tratamentoo da acne papulopustular moderada estritamente limitado a mulheres que desejam a contracepção e para as quais o uso segurroo do medicamento para contracepção foi cuidadosamente avaliado.|LIBERFEMR is indicated as combined oral hormonal contraceptive contraceptives and for the treatment of moderate papulopustular acne strictly limited to women who desire contraception and for whom the safety use of the medication for contraception has been Carefully evaluated.|G|G03|G03A|G03A1
bula4791|A prednisolona é indicada como agente anti-inflamatório e imunossupressor em patologias cujos mecanismos fisiopatológicos envolvam processos inflamatórios e/ou autoimunes para o tratamento de condições endócrinas e em composição de esquemas terapêuticos em algumas neoplasias - Distúrbios Endócrinos Insuficiência adrenocortical primária ou secundária sendo que corticosteroides naturais como cortisona ou hidrocortisona são de primeira escolha. Análogos sintéticos podem ser utilizados em conjunto com mineralocorticoides, quando necessário na infância a suplementação de mineralocorticoides é especialmente importante hiperplasia adrenal congênita tireoidite não-supurativa hipercalcemia associada ao câncer. - Distúrbios Reumáticos Como terapia adjuvante para administração a curto prazo para reverter paciente em episódio agudo ou exacerbado em artrite psoriática, artrite reumatoide, incluindo artrite reumatoide juvenil em casos particulares serão utilizadas terapias de manutenção de baixas doses espondilite anquilosante bursite aguda e subaguda tenossinovite aguda inespecífica artrite gotosa aguda osteoartrite pós-traumática sinovites osteoartríticas epicondilites. - Colagenoses Durante exacerbação ou como terapia de manutenção em casos particulares de lúpus eritematoso sistêmico, cardite reumática aguda. - Doenças Dermatológicas Pênfigo dermatite herpetiforme bolhosa eritema multiforme grave Síndrome de Stevens-Johnson dermatite esfoliativa micoses fungoides psoríase grave dermatite seborréica grave. - Estados Alérgicos Controle de condições alérgicas graves ou incapacitantes refratárias aos meios adequados de tratamentos convencionais rinite alérgica perene ou sazonal dermatite de contato dermatite atópica doenças do soro reações de hipersensibilidade a drogas. - Doenças Oftálmicas Processos inflamatórios e alérgicos agudos e crônicos graves envolvendo o olho e seus anexos como úlceras marginais alérgicas da córnea herpes zoster oftálmico inflamação do segmento anterior coroidite e uveíte posterior difusa oftalmia simpática conjuntivite alérgica ceratite coriorretinite neurite óptica irites e iridociclites. - Doenças Respiratórias Sarcoidose sintomática Síndrome de Lefler não-tratável por outros meios beriliose tuberculose pulmonar fulminante ou disseminada quando usado concomitantemente à quimioterapia antituberculose apropriada pneumonite por aspiração asma brônquica. - Distúrbios Hematológicos Púrpura trombocitopênica idiopática em adultos trombocitopenia secundária em adultos anemia hemolítica adquirida autoimune eritroblastopenia anemia eritrocítica anemia hipoplásica congênita eritroide. - Doenças Neoplásicas Para o tratamento paliativo de leucemia e linfomas em adultos leucemia aguda infantil. - Estados Edematosos Para indução de diurese ou remissão da proteinúria na síndrome nefrótica idiopática ou devida ao lúpus eritematoso, sem uremia. - Doenças Gastrintestinais Manutenção do paciente após um período crítico da doença em colite ulcerativa e enterite regional. - Doenças Neurológicas Exacerbações agudas da esclerose múltipla.|The Prednisolone is indicated as an anti-inflammatory and immunosuppressive agent in pathologies whose pathophysiological mechanisms involve inflammatory and/or autoimmune processes for the treatment of endocrine conditions and in the composition of therapeutic regimens in some Neoplasms-Endocrine Disorders Primary or secondary adrenocortical Insufficiency being that natural corticosteroids such as cortisone or hydrocortisone are of first choice. Synthetic Analogues can be used in conjunction with mineralocorticoids, when necessary in infancy mineralocorticoid supplementation is especially important congenital adrenal hyperplasia non-suppurative thyroiditis hypercalcemia associated with cancer. -Rheumatic Disorders As adjuvant therapy for short-term administration to revert patient in acute or exacerbated episode in arthritis Psoriatic, rheumatoid arthritis, including juvenile rheumatoid arthritis in particular cases will be used low dose maintenance therapies spondylitis ankylosing Acute and subacute tenosynovitis acute nonspecific arthritis gouty Acute Osteoarthritis Post-traumatic synovitis Osteoarthritic Epicondylitis. - Collagenosis During exacerbation or as maintenance therapy in particular cases of systemic lupus erythematosus, Carditis Acute rheumatic. -Dermatological Diseases Pemphigus dermatitis Herpetiformis Bullosa erythema Severe multiforme Stevens-Johnson Syndrome exfoliative dermatitis mycoses Mycosis Psoriasis Severe dermatitis Seborrheic Serious. -Allergic States Control of severe or incapacitating allergic conditions refractory to adequate means of conventional treatments perennial allergic rhinitis or seasonal dermatitis contact Eczema Atopic Serum diseases hypersensitivity reactions to drugs. -Ophthalmic Diseases Acute and severe chronic inflammatory and allergic Processes involving the eye and its attachments as allergic marginal ulcers of Cornea Herpes Zoster ophthalmic inflammation of the anterior segment Choroiditis and posterior diffuse uvete ophthalmia sympathetic conjunctivitis allergic keratitis Chorioretinitis Optic neuritis Irites and Iridociclites. -Respiratory Diseases Symptomatic Sarcoidosis Syndrome Lefler Non-treatable by other means Berylliosis Fulminant or disseminated pulmonary tuberculosis when used concomitantly with appropriate antituberculosis chemotherapy pneumonitis due to bronchial asthma aspiration. -Purple Hematological Disorders Thrombocytopenic Idiopathic in adults secondary thrombocytopenia in adults autoimmune acquired haemolytic anemia Erythroblastopenia erythrocytic anemia Congenital hypoplastic anemia Erythroid. -Neoplastic Diseases For The palliative treatment of leukemia and lymphomas in Adult childhood acute leukemia. -Edematous States For induction of diuresis or remission of proteinuria in idiopathic or due nephrotic syndrome To Lupus Erythematous, without uremia. -Gastrointestinal Diseases Maintenance of the patient after a critical period of the disease in ulcerative colitis and regional enteritis. -Neurological Disorders Acute Exacerbations of multiple sclerosis.|H|H02|H02A|H02A2
